GEOID,Population2012,MedianAge2012,MHI2012,MedianRent2012,MedianValue2012,PercEduAttain2012,PercPoverty2012,PercWhite2012,PercBlack2012,Population2019,MedianAge2019,MHI2019,MedianRent2019,MedianValue2019,PercEduAttain2019,PercPoverty2019,PercWhite2019,PercBlack2019,MHI_rel_growth,MedianValue_rel_growth,MedianRent_rel_growth,PercEduAttain_rel_growth,eligible,gentrified
11001008804,2834,40,28023,1020,246500,9.3,33.7,3.6,91.8,2648,34.9,41783,1135,388900,84.1,18.8,0.5,0,0.33908975841273237,0.4169212576064909,-6.436274509803441e-4,8.04301075268817,1,1
11001008903,2690,34.2,30440,1010,245300,13.2,29.6,5,91.2,3300,31.8,57981,1418,392900,93.4,27.1,0.2,0,0.7106680716162943,0.43849771708112506,0.26089683168316813,6.075757575757576,1,1
11001008904,3212,42.6,26587,764,211600,14.2,27.2,2.6,90.6,4237,32.7,42750,1092,459000,82.1,25.2,0.3,0,0.44408075375183365,0.9481469754253309,0.2836717277486911,4.78169014084507,1,1
11001009000,2781,50.6,35769,407,320800,29.9,16.5,2.5,97.6,3798,44.8,48929,562,484900,87,12,0,0,0.22852567586457528,0.3575083852867831,0.24012825552825556,1.9096989966555187,1,1
11001009102,4849,32.5,33438,687,287100,14.7,28.7,6.9,92.1,4821,32.8,47622,983,411900,88.3,29.3,0.1,0,0.27906328727794727,0.2884966562173459,0.2850542940320233,5.006802721088436,1,1
11001009201,1786,27.6,54044,1122,293900,34.4,23.1,30.5,66.7,3213,29.6,91563,1768,729800,94.6,23.7,1.3,1.8,0.5215885260158388,1.230123783599864,0.41518787878787866,1.75,0,0
11001009203,2592,29.9,46958,973,330100,38.1,14.8,17.4,80.1,3031,36.6,85799,1544,580000,91.4,14.8,1.4,0.6,0.6409574918011842,0.5780006058770069,0.4251453237410072,1.3989501312335957,0,0
11001009204,2612,39,25341,435,247900,16.4,35.5,11.9,77,2895,30.6,33839,701,423100,80.2,21,0,0,0.1992741367743971,0.5328201290843082,0.447282988505747,3.8902439024390247,1,0
11001009301,3210,41.8,76599,1165,419800,51.4,16.1,33,62.9,3512,42.7,117625,1316,635600,94.2,10.9,1,0.2,0.3791173840389561,0.3597721772272511,0.014506094420600801,0.8326848249027239,0,0
11001009302,1151,41.7,65931,1091,362200,29.5,2.7,18.7,72.2,1565,39.5,89808,1537,630900,88.2,17.2,0.5,0,0.22334811848750968,0.5643602705687467,0.26524262144821265,1.9898305084745762,0,0
11001009400,4136,46,66500,809,376000,31.2,14.7,9.2,87.1,5135,41.6,107000,1215,540000,90.6,8.7,0.8,0,0.4450631578947368,0.2898244680851063,0.3488152039555006,1.9038461538461537,0,0
11001009501,6426,23,40760,1076,295400,20.9,30.7,27.3,59.2,7368,22.3,45455,1253,384100,80.2,14.9,1.8,0,0.001548957311089394,0.16777322274881534,0.045835780669145176,2.8373205741626797,1,0
11001009503,3151,47.8,78571,1355,383700,51.1,17.6,15.6,83.3,3182,43.6,121176,2080,575200,96.2,4.5,0,0,0.3850932990543585,0.34633077925462596,0.3786332103321033,0.8825831702544031,0,0
11001009504,2829,45.9,54107,922,357500,32.2,8.7,13.3,79.5,3424,41.5,85763,1402,508300,94.6,14.7,0.5,0,0.4235450182046685,0.276934909090909,0.36565748373101936,1.9378881987577636,0,0
11001009505,2802,45.2,71546,1514,345600,34.3,9.3,1.6,89.2,3721,41.5,81917,1801,448800,92.3,7.2,1.9,0,0.028284707740474646,0.16628263888888895,0.06834749009247032,1.6909620991253647,0,0
11001009507,1443,50.2,48974,1066,319600,32,11.6,7,91.4,1991,34.7,73359,1467,417900,84.1,12.4,0.6,0.3,0.3452794932004737,0.17433038172715887,0.23594061913696063,1.6281249999999998,1,1
11001009508,3242,43.2,53860,1123,315100,36,8.5,4.9,86.9,3754,47.3,51364,1590,427600,93,13.1,0.7,0,-0.1435200816932789,0.21874820691843855,0.27157524487978635,1.5833333333333335,0,0
11001009509,3057,44.9,67877,1234,328300,28,5.4,8.7,83.6,3412,42.1,75515,2324,441100,88,3.4,1.9,0,-8.394375119701314e-4,0.2066765458422175,0.6913974068071314,2.142857142857143,0,0
11001009601,2715,26,35754,429,320500,22.5,42.9,0,100,2352,33.1,35057,713,351600,82.8,32.6,0,0,-0.11940785086983274,-0.014752074882995236,0.49264638694638685,2.6799999999999997,1,0
11001009602,2928,29.2,20773,811,270100,4.2,48.1,0,100,3793,31.7,27414,1094,336900,92.5,37,0,0,0.18521703172387238,0.12021432802665677,0.21149371146732432,21.023809523809522,1,0
11001009603,2894,44,40666,949,208200,15.7,20.8,2.8,97.6,3969,38.4,49071,1119,278100,88.4,22.3,0,0,0.08372264545320407,0.1996234870317004,0.05898198103266594,4.630573248407644,1,0
11001009604,2076,46.5,45903,936,227200,18.9,13.1,1,99.2,2377,43.2,64821,1170,253500,84.2,9.8,0.4,0,0.26823388667407366,0.0020613996478873187,0.12262499999999998,3.455026455026456,1,0
11001009700,2822,29.4,27008,1022,253100,15.3,40,0.2,98.5,3271,26.9,38365,968,289700,88.4,30.1,0,0,0.2757555724229859,0.02797143421572512,-0.1493534246575342,4.777777777777778,1,0
11001009801,1767,26,29276,897,188500,15.9,42.6,2.4,99.3,2196,26.4,22589,722,240600,76.4,34.3,0,0,-0.307037132805028,0.14632816976127327,-0.27711460423634326,3.8050314465408803,1,0
11001009802,1209,28.8,23438,611,235400,12,53.1,1.3,98.7,2071,28.7,18185,1250,289100,81.5,60.6,0,0,-0.30318506271866197,0.10297667799490218,0.8373567921440261,5.791666666666667,1,0
11001009803,2471,32.2,18936,840,232200,11.5,41.3,1.8,98.2,3070,33,36003,1146,338900,91.1,32.6,0.4,0,0.7075567332065906,0.3107928079242033,0.22526500000000005,6.921739130434782,1,1
11001009804,2777,29,51776,973,240300,14.8,20.6,1.8,97.7,2787,33.9,40087,1119,292200,86.7,30.2,0.8,0,-0.30465592745673664,0.09207166042446935,0.032861151079136564,4.858108108108108,1,0
11001009807,3109,39.8,39063,870,231800,13.6,26.4,4.2,96.7,3388,41.8,38293,1114,253800,92.5,26,2.3,0,-0.11960312060005629,-0.016661863675582422,0.14998091954022974,5.801470588235294,1,0
11001009810,2199,26.1,26667,853,169200,5,37.1,0.9,99.1,2828,28.4,36161,1080,NA,91.2,29.5,1.5,0,0.21784205572430348,NA,0.13710199296600223,17.240000000000002,1,0
11001009811,4121,25.3,24741,723,170400,7.1,44.5,0,99.5,4633,29.8,31084,969,277400,86.1,38.6,0,0,0.12835133583929514,0.46204776995305163,0.203677593360996,11.126760563380282,1,0
11001009901,2227,52.7,83934,1125,338500,42.3,7.8,8.3,91.8,2777,43.4,100625,1176,482800,93.5,12,0,0,0.07669493292348739,0.2809532644017725,-0.06118613333333334,1.210401891252955,0,0
11001009902,2718,45.8,53776,726,240800,22.7,19.3,1.1,98.5,3202,39.2,72019,920,275600,88,13.9,0,0,0.20277194101457896,0.02789186046511638,0.13808815426997234,2.8766519823788546,0,0
11001009903,1319,44.1,55665,873,262900,21.8,21.2,2.8,97.2,2244,37.1,62431,945,334300,88.1,14.6,1.8,0,0.007262752178208931,0.1420115252947889,-0.02782989690721649,3.0412844036697244,0,0
11001009904,1508,35.7,37083,869,203200,14.5,29.4,1.6,96.3,3121,28.2,45139,988,305100,86.2,28.9,0.9,0,0.0932054013968664,0.34847593503937,0.021084925201380944,4.944827586206896,1,0
11001009905,2510,34.5,37256,891,240500,14,26.5,1,98.3,2793,32.3,38542,1172,297100,87,31.9,2.7,0,-0.07089944706892848,0.10946158004158013,0.18133916947250284,5.214285714285714,1,0
11001009906,1455,36.5,40926,852,202400,10.4,20.9,2,98,1550,36.3,37731,994,240100,86.3,26.6,0.3,0,-0.1720126301128867,0.06538443675889316,0.04778333333333329,7.298076923076923,1,0
11001009907,2683,26.1,23964,533,222000,5.2,44.4,2.2,97.8,2675,35.2,39078,782,310500,88.6,19.9,0.7,0,0.4645281171757638,0.2561263513513512,0.31766266416510325,16.038461538461537,1,1
11001010100,2600,33.9,59333,1369,385200,71.6,12.3,67.8,13.7,2728,35.1,94861,1918,539200,98.8,14.1,0.6,0,0.4358731919842245,0.2571534787123573,0.25825843681519367,0.3798882681564246,0,0
11001010200,2436,39.8,82656,1579,397600,73.3,9.5,55.6,40.7,3654,35.9,106728,2161,752800,98.2,6,2.8,0.2,0.159654674796748,0.7004267605633805,0.22912862571247627,0.339699863574352,0,0
11001010300,3262,40.1,58750,984,416100,33.7,17.4,17.6,67.3,4162,42.7,94786,1472,508200,86.9,8.8,2,0,0.4489754314893617,0.0968863734679164,0.34349918699187,1.5786350148367951,0,0
11001010400,4368,35.8,40025,822,278000,17.2,32.8,3.4,96.7,5258,26.6,35104,1041,294600,86.6,29.6,0,0,-0.21231974016239852,-0.048272446043165385,0.1373748175182481,4.034883720930233,1,0
11001010500,4178,36.3,67235,1193,345900,57.7,11.8,44.7,46.2,3921,35.3,77500,1480,475500,89.6,26.8,4.1,0,0.03521603331598122,0.23459540329575024,0.11415590947191956,0.5528596187175041,0,0
11001010600,4050,30.8,80888,1970,404600,61.1,18,49.3,42.2,8925,31.4,115498,2396,662200,96.7,11.4,1,0,0.28237505934131146,0.4699006920415223,0.09230842639593906,0.5826513911620295,0,0
11001010700,2020,27.9,79076,1902,426500,81.6,26,76.6,9.9,1768,30.4,76000,2152,382400,95.3,15.8,1.7,0,-0.13683544944104398,-0.19476332942555685,0.01614679284963194,0.16789215686274517,0,0
11001010800,6471,19.9,20673,1427,268300,85,57.9,73.6,14.4,6460,20,41786,1730,237900,91.2,47.8,0.6,0.2,0.8153149808929523,-0.20366011926947447,0.08879677645409956,0.07294117647058829,0,0
11001010900,3470,23.5,32143,1020,135300,18.1,54.1,2.6,96.7,3779,25.7,36801,1184,NA,83.7,33.4,0.6,0,0.028248082008524467,NA,0.04250039215686274,3.624309392265193,1,0
11001011000,3384,50.7,90637,1365,264700,77.8,5.4,53.3,39.4,4099,47.5,95370,1669,356200,95.2,6.3,0.9,0,-0.05500185354766807,0.2085501322251606,0.09811641025641027,0.2236503856041132,0,0
11001011100,4811,43.4,58824,821,343700,22.9,13.6,8.7,88,5700,43.3,80466,1313,482300,84.9,12.6,1.8,0,0.22852092003263969,0.2602665987780042,0.43630365408038996,2.7074235807860267,0,0
